"","province","district","constituency","year","party","candidate","first_name","middle_name","last_name","won","pct_margin","election"
"1141","Copperbelt","Kitwe","Kwacha",2016,"RAINBOW","Kelvin Saulo","Kelvin",NA,"Saulo",0,0.442952098439903,"assembly"
"1142","Eastern","Petauke","Msanzala",2016,"IND","Kelvin Zulu","Kelvin",NA,"Zulu",0,0.244087213599409,"assembly"
"1143","Copperbelt","Ndola","Bwana Mkubwa",2011,"MMD","Kelvin  Chaumwe","Kelvin","","Chaumwe",0,0.449076495915657,"assembly"
"1144","Northern","Luwingu","Lupososhi",2011,"MMD","Kelvin  Mwansa","Kelvin","","Mwansa",0,0.21387728878895,"assembly"
"1145","Lusaka","Lusaka","Lusaka Central",2016,"RAINBOW","Kelvin M Chilambwe","Kelvin","M","Chilambwe",0,0.240942659002107,"assembly"
"1146","Luapula","Mansa","Mansa Central",2016,"FDD","Kelvin M Kaunda","Kelvin","M","Kaunda",0,0.764695694343413,"assembly"
"1147","Northern","Kasama","Kasama Central",2016,"PF","Kelvin M Sampa","Kelvin","M","Sampa",1,0.454591750127313,"assembly"
"1148","North-Western","Kabompo","Kabompo",2016,"FDD","Kelvin N Masumba","Kelvin","N","Masumba",0,0.600085665334095,"assembly"
"1149","Southern","Kalomo","Dundumwezi",2016,"IND","Kenmax Hamoonga","Kenmax",NA,"Hamoonga",0,0.596357036364815,"assembly"
"1150","Southern","Siavonga","Siavonga",2006,"Independent","Kennedy Hamudulu","Kennedy",NA,"Hamudulu",0,0.258688895168127,"assembly"
"1151","Lusaka","Chongwe","Chongwe",2006,"UPND, FDD, UNIP (UDA)","Kennedy Kashinamilunda","Kennedy",NA,"Kashinamilunda",0,0.399592549476135,"assembly"
"1152","Northern","Mporokoso","Lunte",2006,"NDF","Kennedy Simbao","Kennedy",NA,"Simbao",0,0.215580286168521,"assembly"
"1153","Southern","Siavonga","Siavonga",2011,"UPND","Kennedy  Hamudulu","Kennedy","","Hamudulu",1,0.427707919699978,"assembly"
"1154","Southern","Kazungula","Katombola",2011,"ADD","Kennedy  Ngoma","Kennedy","","Ngoma",0,0.199774901519415,"assembly"
"1155","Luapula","Mansa","Mansa Central",2011,"PF","Kennedy  Sakeni","Kennedy","","Sakeni",1,0.227845457709711,"assembly"
"1156","Eastern","Chipata","Chipata Central",2011,"UNIP","Kennedy C Kalioti","Kennedy","C","Kalioti",0,0.12741206523875,"assembly"
"1157","Luapula","Samfya","Chifunabuli",2006,"MMD","Kennedy M. Sakeni","Kennedy","M.","Sakeni",0,0.00723053640491,"assembly"
"1158","Central","Mumbwa","Nangoma",2006,"MMD","Kennedy M. Shepande","Kennedy","M.","Shepande",0,0.397871865466181,"assembly"
"1159","Lusaka","Chongwe","Rufunsa",2006,"MMD","Kenneth Chipungu","Kenneth",NA,"Chipungu",1,0.498242442502762,"assembly"
"1160","Lusaka","Rufunsa","Rufunsa",2016,"PF","Kenneth Chipungu","Kenneth",NA,"Chipungu",0,0.106693174287608,"assembly"
"1161","North-Western","Chavuma","Chavuma",2006,"MMD","Kenneth Konga","Kenneth",NA,"Konga",1,0.435042659864544,"assembly"
"1162","Luapula","Chipili","Chipili",2016,"UPND","Kenneth Ng'ona","Kenneth",NA,"Ng'ona",0,0.0821081385072709,"assembly"
"1163","Southern","Itezhi-Tezhi","Itezhitezhi",2006,"Independent","Kenneth Sakaumba","Kenneth",NA,"Sakaumba",0,0.171390611160319,"assembly"
"1164","Lusaka","Chongwe","Rufunsa",2011,"MMD","Kenneth  Chipungu","Kenneth","","Chipungu",1,0.143480973175296,"assembly"
"1165","North-Western","Chavuma","Chavuma",2011,"MMD","Kenneth  Konga","Kenneth","","Konga",1,0.343395837626211,"assembly"
"1166","North-Western","Zambezi","Zambezi East",2011,"IND","Kenneth K Kankinza","Kenneth","K","Kankinza",0,0.0126720901126408,"assembly"
"1167","North-Western","Zambezi","Zambezi East",2016,"PF","Kenneth K Kankinza","Kenneth","K","Kankinza",0,0.435560014162634,"assembly"
"1168","Western","Kalabo","Kalabo Central",2011,"FDD","Kenneth S Mulope","Kenneth","S","Mulope",0,0.217435598893902,"assembly"
"1169","Southern","Monze","Moomba",2011,"PF","Killian  Sandala","Killian","","Sandala",0,0.428770500589559,"assembly"
"1170","Southern","Pemba","Pemba",2016,"FDD","Killious T Milumbe","Killious","T","Milumbe",0,0.890688415600479,"assembly"
"1171","Muchinga","Nakonde","Nakonde",2016,"FDD","Kingfred Siame","Kingfred",NA,"Siame",0,0.481981631382316,"assembly"
"1172","Muchinga","Shiwan'gandu","Shiwan'gandu",2016,"IND","Kingfred E Chanda","Kingfred","E","Chanda",0,0.504611705761785,"assembly"
"1173","Eastern","Chipata","Chipata Central",2006,"Independent","Kingstone Phiri","Kingstone",NA,"Phiri",0,0.125111381125962,"assembly"
"1174","Luapula","Mansa","Bahati",2011,"ADD","Kingstone  Chabala","Kingstone","","Chabala",0,0.602562139539631,"assembly"
"1175","Lusaka","Lusaka","Matero",2011,"UPND","Kiran V Ranchhod","Kiran","V","Ranchhod",0,0.484080988886036,"assembly"
"1176","Eastern","Chipata","Kasenengwa",2016,"UNIP","Kondwani R Kayuni","Kondwani","R","Kayuni",0,0.388185477108838,"assembly"
"1177","Western","Senanga","Senanga",2016,"MMD","Kufanga A Siyumbano","Kufanga","A","Siyumbano",0,0.602683074440186,"assembly"
"1178","Western","Sikongo","Sikongo",2016,"PF","Kufuka Kufuka","Kufuka",NA,"Kufuka",0,0.19795353131251,"assembly"
"1179","Western","Kalabo","Sikongo",2011,"PF","Kufuka  Kufuka","Kufuka","","Kufuka",0,0.157669138090825,"assembly"
"1180","Lusaka","Lusaka","Matero",2006,"Independent","Kunda A. Katakala","Kunda","A.","Katakala",0,0.203254895057019,"assembly"
"1181","Western","Luampa","Luampa",2016,"FDD","Kunga E Kalimbwe","Kunga","E","Kalimbwe",0,0.517071260767424,"assembly"
"1182","Copperbelt","Kitwe","Chimwemwe",2011,"PF","Laban  Mwenya","Laban","","Mwenya",1,0.441332723498575,"assembly"
"1183","Southern","Choma","Mbabala",2011,"MMD","Laiven  Apuleni","Laiven","","Apuleni",0,0.261163277713977,"assembly"
"1184","Eastern","Chama","Chama North",2011,"PF","Lambwe  Kachali","Lambwe","","Kachali",0,0.10257209664848,"assembly"
"1185","Eastern","Chipata","Chipata Central",2006,"MMD","Lameck Mangani","Lameck",NA,"Mangani",1,0.125111381125962,"assembly"
"1186","Eastern","Chipata","Chipata Central",2011,"PF","Lameck  Mangani","Lameck","","Mangani",0,0.12741206523875,"assembly"
"1187","Northern","Mpulungu","Mpulungu",2006,"MMD","Lameck K. Chibombamilimo","Lameck","K.","Chibombamilimo",1,0.769506830284788,"assembly"
"1188","Eastern","Nyimba","Nyimba",2006,"APC","Langton Ngwenyama","Langton",NA,"Ngwenyama",0,0.29972393022964,"assembly"
"1189","Lusaka","Kafue","Kafue",2006,"NDF","Langtone Sichone","Langtone",NA,"Sichone",0,0.0864952275775026,"assembly"
"1190","North-Western","Mufumbwe","Mufumbwe",2016,"FDD","Lapson S Kayombo","Lapson","S","Kayombo",0,0.132873255394757,"assembly"
"1191","Northern","Mbala","Mpika",2006,"APC","Lastone Nyangwe","Lastone",NA,"Nyangwe",0,0.335010969157311,"assembly"
"1192","Luapula","Chienge","Chienge",2016,"IND","Latham Paul C Kafwanka","Latham","Paul","Kafwanka",0,0.0327793637846656,"assembly"
"1193","Eastern","Petauke","Kaumbwe",2006,"HP","Lawrence Mwale","Lawrence",NA,"Mwale",0,0.0673526169352722,"assembly"
"1194","Eastern","Lundazi","Lundazi",2016,"IND","Lawrence Nyirenda","Lawrence",NA,"Nyirenda",1,0.230717185385656,"assembly"
"1195","Copperbelt","Ndola","Kabushi",2006,"HP","Lawrence Samabi","Lawrence",NA,"Samabi",0,0.136177086971708,"assembly"
"1196","Southern","Monze","Monze Central",2011,"IND","Lawrence  Haamaundu","Lawrence","","Haamaundu",0,0.410713598028267,"assembly"
"1197","Central","Kapiri-Mposhi","Kapiri Mposhi",2011,"MMD","Lawrence  Zimba","Lawrence","","Zimba",1,0.209800190294957,"assembly"
"1198","Lusaka","Lusaka","Chawama",2016,"PF","Lawrence J Sichalwe","Lawrence","J","Sichalwe",1,0.369474362514959,"assembly"
"1199","Northern","Luwingu","Lubansenshi",2011,"PF","Lazarous H Chota","Lazarous","H","Chota",0,0.0697186056278875,"assembly"
"1200","Northern","Luwingu","Lubansenshi",2006,"PF","Lazarous H. Chota","Lazarous","H.","Chota",1,0.111911895700057,"assembly"
"1201","Northern","Mungwi","Malole",2006,"Independent","Lazarous M. Mwiche","Lazarous","M.","Mwiche",0,0.003,"assembly"
"1202","North-Western","Solwezi","Solwezi East",2016,"UPND","Leaky Kintu","Leaky",NA,"Kintu",1,0.431877683527071,"assembly"
"1203","Eastern","Chipata","Luangeni",2006,"Independent","Leemans L. Nyirenda","Leemans","L.","Nyirenda",0,0.179152348224513,"assembly"
"1204","Copperbelt","Kitwe","Kamfinsa",2011,"UPND","Lemmy  Mwanjisi","Lemmy","","Mwanjisi",0,0.487822025812284,"assembly"
"1205","Copperbelt","Kitwe","Kamfinsa",2006,"Independent","Lemmy A. Mwanjisi","Lemmy","A.","Mwanjisi",0,0.081620542698387,"assembly"
"1206","Copperbelt","Ndola","Bwana Mkubwa",2006,"UPND, FDD, UNIP (UDA)","Lenard Simalonga","Lenard",NA,"Simalonga",0,0.105218135158255,"assembly"
"1207","Southern","Choma","Choma Central",2011,"MMD","Lenard  Simalonga","Lenard","","Simalonga",0,0.439339184305627,"assembly"
"1208","Eastern","Chipata","Kasenengwa",2016,"FDD","Leo K Jere","Leo","K","Jere",0,0.388185477108838,"assembly"
"1209","Eastern","Petauke","Petauke",2006,"HP","Leonard Banda","Leonard",NA,"Banda",0,0.501342281879195,"assembly"
"1210","Northern","Mpulungu","Mpulungu",2016,"IND","Leonard Mbao","Leonard",NA,"Mbao",0,0.127212920870754,"assembly"
"1211","Eastern","Petauke","Petauke",2011,"PF","Leonard  Banda","Leonard","","Banda",0,0.403391384051329,"assembly"
"1212","Central","Chibombo","Katuba",2016,"MMD","Leonard E Chibunga","Leonard","E","Chibunga",0,0.28043389275481,"assembly"
"1213","Copperbelt","Lufwanyama","Lufwanyama",2016,"UPND","Leonard K Fungulwe","Leonard","K","Fungulwe",1,0.269358867610325,"assembly"
"1214","Eastern","Mambwe","Malambo",2006,"Independent","Levies N. Banda","Levies","N.","Banda",0,0.03010560965574,"assembly"
"1215","Eastern","Petauke","Msanzala",2011,"UPND","Levison  Mumba","Levison","","Mumba",0,0.126183374400208,"assembly"
"1216","Eastern","Petauke","Msanzala",2006,"UPND, FDD, UNIP (UDA)","Levison A. Mumba","Levison","A.","Mumba",0,0.164729563015389,"assembly"
"1217","Lusaka","Lusaka","Kanyama",2016,"FDD","Levy Kafuli","Levy",NA,"Kafuli",0,0.0671483212919676,"assembly"
"1218","Eastern","Katete","Sinda",2011,"MMD","Levy  Ngoma","Levy","","Ngoma",1,0.778748451053284,"assembly"
"1219","Eastern","Sinda","Sinda",2016,"UPND","Levy J Ngoma","Levy","J","Ngoma",0,0.109096795079314,"assembly"
"1220","Eastern","Katete","Sinda",2006,"UPND, FDD, UNIP (UDA)","Levy J. Ngoma","Levy","J.","Ngoma",1,0.256959314775161,"assembly"
"1221","Copperbelt","Mufulira","Kankoyo",2011,"PF","Levy K Chabala","Levy","K","Chabala",1,0.406421299921691,"assembly"
"1222","Lusaka","Lusaka","Munali",2011,"UNIP","Lewis R Kaluba","Lewis","R","Kaluba",0,0.344900490992644,"assembly"
"1223","Western","Kalabo","Liuwa",2006,"Independent","Libi F. Kwaleyela","Libi","F.","Kwaleyela",0,0.285694878413259,"assembly"
"1224","Southern","Namwala","Namwala",2011,"IND","Liebenthal O Nkumbula","Liebenthal","O","Nkumbula",0,0.412411626080126,"assembly"
"1225","Western","Kalabo","Kalabo Central",2006,"NDF","Liemisa Nyambe","Liemisa",NA,"Nyambe",0,0.356719301752282,"assembly"
"1226","Western","Kalabo","Kalabo Central",2011,"IND","Liemisa L Liemisa","Liemisa","L","Liemisa",0,0.217435598893902,"assembly"
"1227","Western","Kalabo","Liuwa",2006,"NDF","Liemisa L. Liemisa","Liemisa","L.","Liemisa",0,0.285694878413259,"assembly"
"1228","Western","Limulunga","Luena",2016,"IND","Likando Sakubita","Likando",NA,"Sakubita",0,0.199854842966482,"assembly"
"1229","Western","Kaoma","Mangango",2011,"IND","Likando B Mubotana","Likando","B","Mubotana",0,0.098496835443038,"assembly"
"1230","Western","Senanga","Senanga",2011,"UPND","Likando M Mufalali","Likando","M","Mufalali",1,0.125711782742006,"assembly"
"1231","Copperbelt","Chingola","Nchanga",2011,"UPND","Lilian  Kaoma","Lilian","","Kaoma",0,0.561793879973957,"assembly"
"1232","Eastern","Petauke","Kaumbwe",2016,"PF","Listed N Tembo","Listed","N","Tembo",1,0.577421815408085,"assembly"
"1233","Southern","Siavonga","Siavonga",2011,"UNIP","Little  Syantumbu","Little","","Syantumbu",0,0.427707919699978,"assembly"
"1234","Western","Sesheke","Mwandi",2006,"MMD","Liwanga Kaingu","Liwanga",NA,"Kaingu",1,0.507714701601164,"assembly"
"1235","Copperbelt","Ndola","Chifubu",2016,"UPND","Lloyd Lubozha","Lloyd",NA,"Lubozha",0,0.201709756688471,"assembly"
"1236","Lusaka","Lusaka","Kanyama",2011,"UNIP","Lloyd  Chipepa","Lloyd","","Chipepa",0,0.296017080949996,"assembly"
"1237","Southern","Kalomo","Mapatizya",2011,"MMD","Lloyd  Jembo","Lloyd","","Jembo",0,0.402796633179473,"assembly"
"1238","Lusaka","Lusaka","Matero",2016,"PF","Lloyd M Kaziya","Lloyd","M","Kaziya",1,0.467062750333778,"assembly"
"1239","North-Western","Solwezi","Solwezi West",2006,"UPND, FDD, UNIP (UDA)","Logan Shemena","Logan",NA,"Shemena",0,0.307202351788339,"assembly"
"1240","North-Western","Solwezi","Solwezi West",2011,"NMP","Logan  Shemena","Logan","","Shemena",0,0.0256427115523703,"assembly"
"1241","Copperbelt","Ndola","Kabushi",2006,"PF","Lombani P. Msichili","Lombani","P.","Msichili",1,0.136177086971708,"assembly"
"1242","Copperbelt","Kitwe","Kwacha",2006,"PF","Lombe J. Mulenga","Lombe","J.","Mulenga",1,0.110734231995088,"assembly"
"1243","Southern","Siavonga","Siavonga",2011,"PF","Lovemore  Kanyama","Lovemore","","Kanyama",0,0.427707919699978,"assembly"
"1244","Western","Lukulu","Lukulu East",2006,"APC","Lubasi B. Kabila","Lubasi","B.","Kabila",0,0.201341344138606,"assembly"
"1245","Western","Kaoma","Kaoma Central",2006,"Independent","Lubasi R. Mukamba","Lubasi","R.","Mukamba",0,0.106256641040065,"assembly"
"1246","Western","Kalabo","Sikongo",2006,"ULP","Lubinda Nasilele","Lubinda",NA,"Nasilele",0,0.487896494156928,"assembly"
"1247","Western","Kalabo","Liuwa",2016,"FDD","Lubinda H Imasiku","Lubinda","H","Imasiku",0,0.547980975473282,"assembly"
"1248","Luapula","Lunga","Luapula",2016,"FDD","Lucas Mwansa","Lucas",NA,"Mwansa",0,0.0921330811171692,"assembly"
"1249","Eastern","Chipata","Chipangali",2006,"UPND, FDD, UNIP (UDA)","Lucas Phiri","Lucas",NA,"Phiri",0,0.0245325947175783,"assembly"
"1250","Eastern","Chadiza","Vubwi",2006,"UPND, FDD, UNIP (UDA)","Lucas Phiri","Lucas",NA,"Phiri",0,0.097778266608007,"assembly"
"1251","Eastern","Chipata","Chipangali",2011,"PF","Lucas  Phiri","Lucas","","Phiri",0,0.362369531423495,"assembly"
"1252","Southern","Mazabuka","Mazabuka Central",2011,"PF","Lucia Bc Mwiinde","Lucia","Bc","Mwiinde",0,0.43039625781496,"assembly"
"1253","Central","Chibombo","Chisamba",2006,"UPND, FDD, UNIP (UDA)","Lucky Matongo","Lucky",NA,"Matongo",0,0.251516358967548,"assembly"
"1254","North-Western","Solwezi","Solwezi Central",2011,"MMD","Lucky  Mulusa","Lucky","","Mulusa",1,0.0498192793531319,"assembly"
"1255","Central","Mkushi","Mkushi North",2011,"IND","Lucy  Changwe","Lucy","","Changwe",0,0.0678225707633869,"assembly"
"1256","Luapula","Kawambwa","Pambashe",2011,"ZED","Lucy K Chanda","Lucy","K","Chanda",0,0.0442908926144087,"assembly"
"1257","Central","Mkushi","Mkushi North",2016,"MMD","Lucy S Changwe","Lucy","S","Changwe",0,0.149509925866959,"assembly"
"1258","Central","Mkushi","Mkushi North",2006,"MMD","Lucy S. Changwe","Lucy","S.","Changwe",1,0.595689932454165,"assembly"
"1259","Copperbelt","Ndola","Kabushi",2006,"UPND, FDD, UNIP (UDA)","Luka M. Kanyanta","Luka","M.","Kanyanta",0,0.136177086971708,"assembly"
"1260","Lusaka","Luangwa","Feira",2016,"UPND","Luke L Chikani","Luke","L","Chikani",0,0.0429976922142597,"assembly"
"1261","Southern","Livingstone","Livingstone",2011,"MMD","Lukulo  Katombora","Lukulo","","Katombora",1,0.00505718509297437,"assembly"
"1262","Northern","Isoka","Isoka",2011,"UPND","Lumalizia  Mwandia","Lumalizia","","Mwandia",0,0.234149134106197,"assembly"
"1263","Western","Mongu","Nalikwanda",2011,"unknown","Lungwangwa G Lungwangwa","Lungwangwa","G","Lungwangwa",1,0.360646344258538,"assembly"
"1264","Western","Mongu","Nalikwanda",2016,"UPND","Lungwangwa G Lungwangwa","Lungwangwa","G","Lungwangwa",1,0.716484477481417,"assembly"
"1265","Northern","Kasama","Lukashya",2011,"IND","Lupando  Munkonge","Lupando","","Munkonge",0,0.274667023029979,"assembly"
"1266","Northern","Kasama","Lukashya",2011,"IND","Lupando Af Mwape","Lupando","Af","Mwape",0,0.274667023029979,"assembly"
"1267","Copperbelt","Kitwe","Nkana",2011,"PF","Luxon  Kazabu","Luxon","","Kazabu",1,0.615257582470697,"assembly"
"1268","Copperbelt","Lufwanyama","Lufwanyama",2006,"MMD","Lwipa F. Puma","Lwipa","F.","Puma",1,0.549145434906919,"assembly"
"1269","Central","Chibombo","Katuba",2016,"RAINBOW","Lynda M Hangomba","Lynda","M","Hangomba",0,0.28043389275481,"assembly"
"1270","Southern","Monze","Monze Central",2011,"IND","Maambo  Musute","Maambo","","Musute",0,0.410713598028267,"assembly"
"1271","Southern","Monze","Monze Central",2016,"FDD","Maambo K Musute","Maambo","K","Musute",0,0.855480551359517,"assembly"
"1272","Luapula","Mwansabombwe","Mwansabombwe",2016,"UPND","Mable K Kamangala","Mable","K","Kamangala",0,0.375950684492835,"assembly"
"1273","Lusaka","Lusaka","Lusaka Central",2006,"HP","Mable N. Mwandu","Mable","N.","Mwandu",0,0.361178037926245,"assembly"
"1274","Eastern","Nyimba","Nyimba",2011,"PF","Mabvuto  Mwanza","Mabvuto","","Mwanza",0,0.326929745474721,"assembly"
"1275","Eastern","Lundazi","Chasefu",2006,"MMD","Mabvuto H. Moyo","Mabvuto","H.","Moyo",0,0.369806215083799,"assembly"
"1276","Central","Kabwe","Kabwe Central",2016,"UPND","Macdonald Mwamba","Macdonald",NA,"Mwamba",0,0.292680814205284,"assembly"
"1277","Lusaka","Shibuyunji","Mwembezhi",2016,"IND","Machila Jamba","Machila",NA,"Jamba",1,0.0596487736928511,"assembly"
"1278","Eastern","Chipata","Chipata Central",2006,"Independent","Magdalene Mwale","Magdalene",NA,"Mwale",0,0.125111381125962,"assembly"
"1279","Northern","Kasama","Kasama Central",2011,"IND","Maggie  Bwalya","Maggie","","Bwalya",0,0.690108217228712,"assembly"
"1280","Lusaka","Lusaka","Kanyama",2016,"MMD","Maggie M Nkole","Maggie","M","Nkole",0,0.0671483212919676,"assembly"
"1281","Northern","Nakonde","Nakonde",2006,"MMD","Maka M. Silavwe","Maka","M.","Silavwe",1,0.359735615993065,"assembly"
"1282","Eastern","Mambwe","Malambo",2016,"PF","Makebi Zulu","Makebi",NA,"Zulu",1,0.113143419346183,"assembly"
"1283","Western","Luampa","Luampa",2016,"UPND","Makozo Chikote","Makozo",NA,"Chikote",1,0.517071260767424,"assembly"
"1284","Luapula","Mansa","Bahati",2016,"UPND","Makuwa A Lusaka","Makuwa","A","Lusaka",0,0.634956349563496,"assembly"
"1285","Western","Kalabo","Liuwa",2006,"MMD","Maliwa D. Kashweka","Maliwa","D.","Kashweka",1,0.285694878413259,"assembly"
"1286","Muchinga","Isoka","Isoka",2016,"PF","Malozo Sichone","Malozo",NA,"Sichone",1,0.47453897736798,"assembly"
"1287","Northern","Isoka","Isoka",2011,"PF","Malozo  Sichone","Malozo","","Sichone",1,0.234149134106197,"assembly"
"1288","Northern","Mbala","Mfuwe",2011,"MMD","Manda  Songolo","Manda","","Songolo",0,0.583879093198992,"assembly"
"1289","Copperbelt","Mpongwe","Mpongwe",2016,"FDD","Mandih M Musonda","Mandih","M","Musonda",0,0.0830041694096993,"assembly"
"1290","Southern","Choma","Choma Central",2011,"IND","Manuel  Hankanga","Manuel","","Hankanga",0,0.439339184305627,"assembly"
"1291","Western","Senanga","Senanga",2011,"ADD","Manyando A Mukela","Manyando","A","Mukela",0,0.125711782742006,"assembly"
"1292","Eastern","Vubwi","Vubwi",2016,"PF","Margaret Miti","Margaret",NA,"Miti",1,0.238529014844804,"assembly"
"1293","Eastern","Chadiza","Vubwi",2011,"IND","Margaret C Miti","Margaret","C","Miti",0,0.586258588382261,"assembly"
"1294","Lusaka","Lusaka","Lusaka Central",2016,"PF","Margaret D Mwanakatwe","Margaret","D","Mwanakatwe",1,0.240942659002107,"assembly"
"1295","Central","Kabwe","Kabwe Central",2011,"UPND","Margaret M Muyangana","Margaret","M","Muyangana",0,0.242937853107345,"assembly"
"1296","Eastern","Petauke","Msanzala",2016,"IND","Margret Zulu","Margret",NA,"Zulu",0,0.244087213599409,"assembly"
"1297","Eastern","Chipata","Luangeni",2006,"Independent","Margret F. Mzyece","Margret","F.","Mzyece",0,0.179152348224513,"assembly"
"1298","Eastern","Chipata","Kasenengwa",2011,"IND","Maria G Mwanza","Maria","G","Mwanza",0,0.807238358690641,"assembly"
"1299","Eastern","Lundazi","Lumezi",2011,"UPND","Marjorie B Mumpanshya","Marjorie","B","Mumpanshya",0,0.203633389800806,"assembly"
"1300","North-Western","Solwezi","Solwezi West",2016,"PF","Marjorie K Dauchi","Marjorie","K","Dauchi",0,0.693020165702673,"assembly"
"1301","North-Western","Solwezi","Solwezi West",2011,"UPND","Marjorie K Dauchi","Marjorie","K","Dauchi",0,0.0256427115523703,"assembly"
"1302","Lusaka","Lusaka","Munali",2011,"MMD","Marjory M Mwape","Marjory","M","Mwape",0,0.344900490992644,"assembly"
"1303","Copperbelt","Mufulira","Mufulira",2006,"PF","Marjory M. Masiye","Marjory","M.","Masiye",1,0.0415641235985781,"assembly"
"1304","Northern","Kasama","Kasama Central",2006,"NDF","Mark Chota","Mark",NA,"Chota",0,0.217619532044761,"assembly"
"1305","Eastern","Lundazi","Lumezi",2011,"ZED","Mark  Kamanga","Mark","","Kamanga",0,0.203633389800806,"assembly"
"1306","Copperbelt","Kitwe","Wusakile",2011,"FDD","Mark  Zimba","Mark","","Zimba",0,0.594063762550502,"assembly"
"1307","Copperbelt","Ndola","Ndola Central",2006,"PF","Mark C. Mushili","Mark","C.","Mushili",1,0.23770615257173,"assembly"
"1308","Eastern","Chadiza","Vubwi",2006,"APC","Mark L. Phiri","Mark","L.","Phiri",0,0.097778266608007,"assembly"
"1309","Western","Lukulu","Lukulu East",2011,"PF","Marks K Mbunji","Marks","K","Mbunji",0,0.324873909214635,"assembly"
"1310","Eastern","Chipata","Chipangali",2006,"HP","Martha Banda","Martha",NA,"Banda",0,0.0245325947175783,"assembly"
"1311","Lusaka","Lusaka","Mandevu",2011,"UPND","Martha  Mushipe","Martha","","Mushipe",0,0.32736277043758,"assembly"
"1312","Western","Senanga","Senanga",2016,"PF","Martin Lance","Martin",NA,"Lance",0,0.602683074440186,"assembly"
"1313","Muchinga","Mpika","Kanchibiya",2016,"PF","Martin Malama","Martin",NA,"Malama",1,0.669428841554975,"assembly"
"1314","Northern","Nsama","Chimbamilonga",2016,"IND","Martin Zimba","Martin",NA,"Zimba",0,0.314123638238896,"assembly"
"1315","Northern","Mpulungu","Mpulungu",2016,"UPND","Martin K Pende","Martin","K","Pende",0,0.127212920870754,"assembly"
"1316","North-Western","Chavuma","Chavuma",2016,"IND","Martin L Sondoyi","Martin","L","Sondoyi",0,0.0932034536196591,"assembly"
"1317","Muchinga","Shiwan'gandu","Shiwan'gandu",2016,"IND","Martin T Kaluba","Martin","T","Kaluba",0,0.504611705761785,"assembly"
"1318","Northern","Chilubi","Chilubi",2016,"IND","Mary Pepala","Mary",NA,"Pepala",0,0.327137091842974,"assembly"
"1319","Lusaka","Lusaka","Mandevu",2016,"MMD","Mary Phiri","Mary",NA,"Phiri",0,0.37162928869226,"assembly"
"1320","Eastern","Lundazi","Lumezi",2011,"FDD","Mary  Mbewe","Mary","","Mbewe",0,0.203633389800806,"assembly"
"1321","Northern","Luwingu","Lubansenshi",2011,"ZED","Mary B Shimumbi","Mary","B","Shimumbi",0,0.0697186056278875,"assembly"
"1322","Eastern","Lundazi","Lumezi",2006,"Independent","Mary M. Mbewe","Mary","M.","Mbewe",0,0.131339594661394,"assembly"
"1323","Copperbelt","Ndola","Ndola Central",2006,"MMD","Mary M. Zambezi","Mary","M.","Zambezi",0,0.23770615257173,"assembly"
"1324","Southern","Monze","Moomba",2006,"MMD","Mary N. Kantemba","Mary","N.","Kantemba",0,0.562340036563071,"assembly"
"1325","Eastern","Sinda","Sinda",2016,"IND","Masauso K Tembo","Masauso","K","Tembo",1,0.109096795079314,"assembly"
"1326","Western","Kaoma","Kaoma Central",2011,"PF","Maseka E Kaleka","Maseka","E","Kaleka",0,0.153242132384516,"assembly"
"1327","Western","Kaoma","Kaoma Central",2006,"ULP","Maseka E. Kaleka","Maseka","E.","Kaleka",0,0.106256641040065,"assembly"
"1328","North-Western","Kabompo","Manyinga",2011,"UPND","Masela D Sekeseke","Masela","D","Sekeseke",0,0.106609071274298,"assembly"
"1329","Western","Kaoma","Luampa",2006,"MMD","Mashata S. Manjata","Mashata","S.","Manjata",0,0.0685782353441675,"assembly"
"1330","Southern","Choma","Choma Central",2011,"IND","Mason  Chaboya","Mason","","Chaboya",0,0.439339184305627,"assembly"
"1331","Southern","Kazungula","Katombola",2006,"MMD","Mathew Musanda","Mathew",NA,"Musanda",0,0.152610120713087,"assembly"
"1332","Lusaka","Lusaka","Matero",2011,"UNIP","Mathew  Mtonga","Mathew","","Mtonga",0,0.484080988886036,"assembly"
"1333","Eastern","Chipata","Chipata Central",2006,"UPND, FDD, UNIP (UDA)","Mathew W. Mwale","Mathew","W.","Mwale",0,0.125111381125962,"assembly"
"1334","Southern","Livingstone","Livingstone",2016,"UPND","Mathews Jere","Mathews",NA,"Jere",1,0.364586971259527,"assembly"
"1335","Luapula","Kawambwa","Pambashe",2006,"NDF","Mathews Musonda","Mathews",NA,"Musonda",0,0.054120541205412,"assembly"
"1336","Luapula","Chembe","Chembe",2016,"IND","Mathews B Songwe","Mathews","B","Songwe",0,0.12123847625674,"assembly"
"1337","Muchinga","Mpika","Mpika",2016,"UPND","Matilda Chisongo","Matilda",NA,"Chisongo",0,0.611969304365158,"assembly"
"1338","Eastern","Lundazi","Lundazi",2006,"Independent","Matildah Nyirenda","Matildah",NA,"Nyirenda",0,0.0405621905039324,"assembly"
"1339","Luapula","Mwense","Mambilima",2006,"Independent","Matildah M. Chileshe","Matildah","M.","Chileshe",0,0.197127634931666,"assembly"
"1340","Northern","Mungwi","Malole",2006,"PF","Matildah M. Mutale","Matildah","M.","Mutale",0,0.003,"assembly"
